countopioid_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,countopioid,abandon_cars,graffiti,pothole,street_cleaning,trash,abandon_cars_nn,pothole_nn,trash_nn,graffiti_nn,street_cleaning_nn,pctUnemploy,MedHHInc,pctPoverty,TotalPop,TotalUnit,NEIGH,Longitude,Latitude,id
10.3238573074,TotalUnit,-6.4330578804,639,---,geometry,-4.7002997398,0101000000AF82852F0F2C55C000A33F979D8E4340,---,pothole_nn,-0.6158805847,202.040923377187,-,APPROVED,4,1,0,11,1,12,388.232021044751,202.040923377187,60.207664278771,4701.87826489776,219.874707886556,3.65150544522742,47604,22.9340166559898,1561,639,Sayler Park,-84.6884268573583,39.1141842900015,11
2.5426790714,TotalUnit,-12.0437434912,572,---,geometry,-6.4280802131,0101000000A858AFF1D52B55C05FF394EE218D4340,---,street_cleaning,-1.2855778217,0,--,APPROVED,1,0,0,1,0,0,607.426525792853,385.237102659543,363.215450469919,4979.23430586251,300.6398348328,0.664451827242525,45714,10.188261351052,903,572,Sayler Park,-84.6849331104628,39.1025980212496,12
13.4437484741,TotalUnit,-6.8059924126,639,---,abandon_cars_nn,2.5155118942,251.521744036121,++,geometry,-1.1385756016,01010000000ACA4E98DC2B55C04C49A708218E4340,--,APPROVED,24,3,0,3,1,28,251.521744036121,319.802357628072,60.9213135144909,4651.85393799504,289.611150185128,3.65150544522742,47604,22.9340166559898,1561,639,Sayler Park,-84.6853390473772,39.1103831116512,13
4.7309684753,TotalUnit,-11.4925994873,572,---,geometry,-7.9896078587,0101000000FA9A8702AA2B55C08B373879A48D4340,---,pctUnemploy,-0.6598433971,0.664451827242525,-,APPROVED,5,3,0,3,3,23,294.448020023095,349.590476579118,61.2475767329283,4668.78907006215,211.287222666329,0.664451827242525,45714,10.188261351052,903,572,Sayler Park,-84.682251579692,39.1065818333146,14
1.8041440248,geometry,-6.497387588,0101000000AE2628A8B02B55C0BBBE7193A38E4340,---,TotalPop,-4.1182221055,5543,---,street_cleaning,-1.4231566906,0,--,APPROVED,0,0,0,0,0,3,631.70995758051,560.290051591836,185.700756185484,4490.82169070748,591.125849976263,0.685549341511817,90365,0.992242467977629,5543,2133,Sayler Park,-84.6826572792149,39.1143669419666,15
2.5646486282,TotalUnit,-11.8810285568,572,---,geometry,-9.0907094479,0101000000CFDC2F6E772B55C0EFF3F2E8278D4340,---,abandon_cars_nn,-0.9020190477,692.560742520539,-,APPROVED,0,0,0,5,5,2,692.560742520539,281.938768112887,211.37969713069,4722.84530227604,121.71087527915,0.664451827242525,45714,10.188261351052,903,572,Sayler Park,-84.6791644542129,39.1027804552358,16
2.6407139301,TotalUnit,-7.6573158741,639,---,geometry,-6.256945765,01010000005BB028127E2B55C071467103278E4340,---,street_cleaning,-1.5512068748,0,--,APPROVED,0,0,0,0,0,5,579.989203331996,693.716164577503,171.821833043559,4444.72595377314,589.603271470851,3.65150544522742,47604,22.9340166559898,1561,639,Sayler Park,-84.6795697591164,39.1105655959226,17
0.8483098745,TotalUnit,-11.9941329598,572,---,geometry,-7.8361003757,0101000000E96347DB442B55C09C2DD757AB8C4340,---,street_cleaning,-1.0487209797,0,-,APPROVED,1,0,0,3,0,1,1189.89860096804,431.605494986557,588.433303254704,4802.14686473048,590.894159258373,0.664451827242525,45714,10.188261351052,903,572,Riverside - Sayler Park,-84.6760776707812,39.0989789772677,18
2.3322708607,TotalUnit,-12.0892563581,572,---,geometry,-8.0866413593,010100000022C8C658E62A55C0897F6A4EB18C4340,---,street_cleaning,-1.3579483509,0,--,APPROVED,1,0,1,4,0,0,1172.53570147784,276.382711408035,932.157843915842,4581.66270080441,983.477000087295,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6703092519024,39.0991609592448,19
2.4376993179,TotalUnit,-11.6738903046,572,---,geometry,-9.0145452976,01010000001DF949C5F62955C0A3CB3D9E408C4340,---,street_cleaning_nn,-0.9980178118,839.441135779421,-,APPROVED,0,30,0,3,1,0,186.603611933712,621.773208447584,311.401244296055,4509.73108800864,839.441135779421,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6556866857904,39.0957219888435,20
1.1753942966,TotalUnit,-11.7366327286,572,---,geometry,-9.2936878443,0101000000281B5943982955C0F17B3F8C468C4340,---,street_cleaning_nn,-1.0442798257,700.418354823398,-,APPROVED,0,0,0,2,1,7,347.068921748872,509.011530301351,168.835322526137,4381.47926102823,700.418354823398,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6499184007813,39.0959029493314,21
0.4700541794,TotalUnit,-10.8030882567,572,---,geometry,-8.3153181732,0101000000ACB52BB8652955C04AE2D9F3C98B4340,---,street_cleaning,-0.9116080344,0,-,APPROVED,0,0,0,3,0,0,774.986113251668,342.82481552256,595.621332254921,4479.11771298197,847.221289083553,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6468334605076,39.0921006025206,22
1.0682880878,TotalUnit,-10.7851668596,572,---,geometry,-9.3802456856,010100000038196D2E332955C021939E5A4D8B4340,---,street_cleaning,-0.9402282238,0,-,APPROVED,0,0,0,6,0,0,1256.74189808958,190.920619404065,533.756464849153,4608.36375032154,1031.76110739025,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6437488618293,39.0882981561938,23
0.6976954937,TotalUnit,-10.7987510443,572,---,geometry,-7.9251983166,0101000000CA851DA6002955C0DC9E8DC0D08A4340,---,street_cleaning,-1.0574891329,0,-,APPROVED,0,0,0,3,0,0,1491.98369342877,396.151729716231,680.313077991946,4726.59941654256,861.552836487534,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6406646049792,39.0844956103808,24
1.3826210499,TotalUnit,-11.9635912418,572,---,geometry,-7.5930654645,0101000000DF16B3AED42855C0399D6E43538B4340,---,graffiti_nn,-0.7402705431,4337.139190409001,-,APPROVED,1,0,0,0,1,0,1483.28438405838,432.475746679594,388.777920180001,4337.139190409,830.204992915968,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6379811047477,39.0884784975155,25
1.3593611717,TotalUnit,-10.7447875977,572,---,geometry,-7.589980042,0101000000CC9F9A27A22855C0E997F6A7D68A4340,---,graffiti_nn,-0.9969373465,4435.6253195549,-,APPROVED,0,0,0,3,0,1,1560.75084223164,440.629655201493,688.955048920067,4435.6253195549,513.076591253905,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6348971376421,39.0846757844991,26
4.6009411812,TotalUnit,-10.9325418949,572,---,geometry,-9.4942034006,01010000008F33F1A16F2855C0EF0BA90B5A8A4340,---,street_cleaning,-0.7799280167,1,-,APPROVED,4,1,0,18,1,0,1554.25045011035,124.591305092953,716.5532333685,4581.71536514098,431.674251956141,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6318135123713,39.0808729720519,27
6.0481424332,TotalUnit,-10.5561984539,572,---,geometry,-6.9346670389,0101000000CB19B61D3D2855C092CA856EDD894340,---,pothole,1.0101860046,16,+,APPROVED,12,1,0,16,0,1,1361.12004041204,189.759664288443,530.706306011375,4772.41348699709,452.26004944163,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6287302282646,39.0770700600889,28
7.9432263374,TotalUnit,-11.4600417614,572,---,geometry,-9.136263752,010100000085376AA1DE2755C0F439BE50E3894340,---,pothole,0.9158412933,29,+,APPROVED,11,0,0,29,5,9,1208.28453067263,36.7699615234141,156.489456059521,4533.31743191918,115.925816327069,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6229632890009,39.0772496155586,29
2.3883962631,TotalUnit,-11.7446983814,572,---,geometry,-6.0192599177,010100000085D9B3A6B22755C0BEFB83D0658A4340,---,street_cleaning,-0.6808671951,0,-,APPROVED,6,0,0,0,0,5,1208.50647623031,433.819363776644,224.789935338209,4088.44728085731,330.472960916239,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6202790027947,39.0812321323824,30
2.1278595924,TotalUnit,-12.0394390106,572,---,geometry,-6.7584496737,0101000000A76BE724802755C0BC809330E9894340,---,street_cleaning,-0.8031524181,0,-,APPROVED,4,0,0,5,0,0,1084.38235099816,319.404106731886,343.847040709626,4160.49268426173,376.624181266096,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.617196298596,39.0774288864354,31
14.3366060257,geometry,-2.4461884975,0101000000B24008F1BA2755C0B0C10846E1924340,---,TotalPop,-1.4818198204,3175,--,pothole,1.4631762505,17,++,APPROVED,13,0,1,17,2,17,401.103921121611,55.0381282472544,47.9779009482502,1010.16484357004,128.535344110994,2.2992125984252,51196,6.83464566929134,3175,1532,Westwood,-84.620785005626,39.147499803806,32
1.4581735134,TotalUnit,-11.9534674883,572,---,geometry,-6.7927869916,0101000000256B89A44D2755C015B2CD8F6C894340,---,street_cleaning,-0.9855297804,0,-,APPROVED,1,0,0,0,0,0,925.79475476077,500.835785850149,683.233432159759,4204.16713498031,689.265840427969,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6141139356592,39.0736255411504,33
11.1140670776,geometry,-1.553982234,0101000000BE926BD8812755C0B664058965914340,---,abandon_cars_nn,-1.4942375183,595.018938747007,---,pothole_nn,0.6846450806,181.920867351608,++,APPROVED,10,0,0,8,2,18,595.018938747007,181.920867351608,114.3993298846,749.679783766596,214.117525089208,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.6173001337547,39.1359111095748,34
17.5194168091,TotalPop,-4.6677614212,5829,---,abandon_cars_nn,2.5356517792,253.902151865028,+++,pothole,1.4741341591,12,++,APPROVED,23,3,1,12,3,30,253.902151865028,213.794876860049,113.139373615698,814.212532960774,215.046004088231,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6176991029623,39.1436967433647,35
2.5898025036,TotalUnit,-11.9790168047,572,---,geometry,-8.7944705486,0101000000F84A2DA8212755C036B2050EEF894340,---,graffiti_nn,-0.7311810255,3769.8385234938,-,APPROVED,1,0,0,8,1,1,613.271943521807,196.066978680442,379.354130579354,3769.8385234938,359.199457392867,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6114292566598,39.0776078727544,36
7.5073361397,TotalPop,-2.7034785748,3883,---,geometry,-2.6952898741,01010000009E24BE3E422755C07E5966ABEA8E4340,---,pothole,-0.7554068089,0,--,APPROVED,7,0,0,0,1,27,552.629323725862,796.702664698524,72.4543726910595,1187.86131503015,466.772305655015,2.91012104043266,52530,12.8251352047386,3883,1929,West Price Hill,-84.6134182793489,39.11653654573,37
7.2019982338,geometry,-2.0983172774,0101000000F8624B4C4F2755C053E589E9E8904340,---,pothole_nn,-1.1478537083,327.316417633153,--,abandon_cars_nn,-1.0940918446,571.600211180496,--,APPROVED,7,0,0,2,1,9,571.600211180496,327.316417633153,162.545365984415,509.360622987932,342.273483649304,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.614214967365,39.1321079181022,38
17.5906772614,TotalPop,-4.7382493973,5829,---,pothole,1.6274971008,36,++,pothole_nn,1.4184270859,129.419900734056,++,APPROVED,23,0,0,36,1,25,325.359638618655,129.419900734056,106.748881749445,761.778275181045,304.726660223723,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6146135427748,39.1398935834291,39
28.2843914032,geometry,6.6031861305,01010000005C426F5C5C2755C04E5D3627E7924340,+++,abandon_cars_nn,5.5358283997,174.86134296271098,++,street_cleaning,3.6424591064,6,++,APPROVED,48,5,0,16,6,34,174.861342962711,186.884668768351,92.5430953087092,710.517057258059,169.142317462804,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6150122725025,39.1476792350246,40
1.0013875961,TotalUnit,-12.0106226921,572,---,geometry,-7.4921012044,010100000091990629EF2655C02888D96B72894340,---,street_cleaning,-1.0296611071,0,-,APPROVED,0,0,0,0,0,0,499.890952769049,394.397844633942,397.758683914749,3843.37046034798,497.392918955388,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.6083471836521,39.0738043605964,41
8.4362792969,geometry,-4.0250797272,01010000008C3E5AB70F2755C0FE5F8D0A6E8E4340,---,TotalPop,-2.492342186,3883,---,trash_nn,-1.067076683,70.293225454013,--,APPROVED,2,1,0,1,3,44,374.062065931623,409.412353728711,70.293225454013,1202.26601546465,110.586971809299,2.91012104043266,52530,12.8251352047386,3883,1929,West Price Hill,-84.6103342419903,39.1127331915195,42
16.7179756165,pothole,2.4637289047,20,+++,pothole_nn,1.4133171082,115.83157940656,++,geometry,0.8363537788,0101000000A5FCB247232755C0165A61686B914340,++,APPROVED,23,1,2,20,1,19,422.488764101154,115.83157940656,87.444415013553,481.250805540561,343.210158539026,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.6115283248824,39.1360903239585,43
18.215801239,TotalPop,-4.3658115387,5829,---,geometry,1.8404389381,010100000005D770CE292755C0ADF36C876A924340,++,abandon_cars_nn,1.8175985336,254.62788550120098,++,APPROVED,17,3,0,18,2,36,254.627885501201,180.948153329992,118.731011713197,725.828810711477,217.672209785801,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6119266607239,39.14387600727,44
4.6883759499,TotalUnit,-11.6416518211,572,---,geometry,-11.0011276245,01010000005C223C2BC32655C0BFF514E9F4894340,---,Longitude,-0.7782176495,-84.605662163472,-,APPROVED,1,10,0,8,5,19,136.455390619103,197.516902167065,41.0814710365003,3402.18724327102,196.520078858367,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.605662163472,39.0777865745872,45
5.2566456795,geometry,-4.4547231197,0101000000096B6531DD2655C05CE8DE68F18D4340,---,TotalPop,-2.9579462051,5008,---,pothole_nn,-0.903075695,408.98479078278297,--,APPROVED,2,0,0,1,1,0,452.797646259349,408.984790782783,292.615806216489,1312.01303004038,316.707467225758,3.09504792332268,48558,11.0023961661342,5008,2334,West Price Hill,-84.6072505464946,39.1089297378937,46
13.6758708954,geometry,-2.4761241436,01010000000CF2CABCF02655C0C1907EC7EE904340,---,abandon_cars_nn,1.3094723701,182.85709538283402,++,trash_nn,-1.0701547623,93.5505234035289,--,APPROVED,11,3,3,10,1,16,182.857095382834,133.936174497379,93.5505234035289,298.14174153471,392.964557370746,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.6084434492006,39.132286965179,47
24.0591220856,geometry,5.9434985161,0101000000F321E241F72655C045F9CDE6ED914340,+++,TotalPop,-3.7219596863,5829,--,street_cleaning,3.5938495636,7,++,APPROVED,30,2,0,8,7,41,262.772776635958,184.26686825402,98.9740134971752,724.012044985908,121.187095112826,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6088413914038,39.1400726800662,48
19.770072937,TotalPop,-4.4474809647,5829,---,abandon_cars_nn,3.4723731995,181.85876235703302,+++,street_cleaning,1.6597869873,5,++,APPROVED,24,6,0,12,5,25,181.858762357033,179.450711661996,108.050500256153,469.02708343125,105.410963957843,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6092394877981,39.1478583809268,49
1.695674777,TotalUnit,-7.9446356893,869,---,geometry,-7.1854505539,010100000066423A2C972655C0CD0FE565778A4340,---,street_cleaning,-0.9983283758,0,-,APPROVED,0,0,0,0,0,3,525.922295600502,583.526516004049,188.692477190284,2977.59075664233,389.367204087233,4.72602739726027,45568,30.4109589041096,1460,869,Riverside,-84.6029768532695,39.0817687386003,50
3.3772549629,geometry,-4.2278841138,0101000000E382DFACAA2655C0F15E5BC6748D4340,---,TotalPop,-1.4802160263,4054,--,pothole_nn,-1.2138602495,487.98096914174795,--,APPROVED,0,0,0,0,0,0,637.885335889372,487.980969141748,443.164386344388,1353.62620913933,601.199362442454,1.70202269363592,40194,14.9728663048841,4054,1818,West Price Hill,-84.6041671927192,39.1051261850497,51
13.2312555313,TotalPop,-2.6363132477,3883,---,abandon_cars_nn,2.4933812141,176.896702801354,+++,pothole_nn,1.2158778191,172.792475595415,++,APPROVED,20,6,0,9,0,28,176.896702801354,172.792475595415,86.9705416828724,862.847195676704,420.706897860753,2.91012104043266,52530,12.8251352047386,3883,1929,West Price Hill,-84.6045642799492,39.1129119727848,52
10.9566459656,TotalUnit,-6.1399120331,785,---,geometry,-3.6123565197,0101000000F7F286B0B72655C006C61506738F4340,---,pothole,-1.0136516571,4,--,APPROVED,11,1,1,4,4,30,385.490911249643,258.576467831,75.3016815520058,351.68236183533,178.625708439306,2.7511961722488,48607,14.9521531100478,1672,785,West Price Hill,-84.6049615209448,39.1206977468792,53
20.2576065063,TotalUnit,-6.1477848053,785,---,pothole,2.1560050964,18,++,geometry,1.6159222603,010100000088595233BE2655C0A361C62572904340,++,APPROVED,26,2,4,18,2,8,318.568947875906,145.182507991611,213.109337161858,309.64656712156,248.05245061372,2.7511961722488,48607,14.9521531100478,1672,785,Westwood,-84.6053589157292,39.1284835070285,54
17.980009079,pothole,2.343466568,23,+++,pothole_nn,1.6788243294,85.99017700252571,++,geometry,0.8948374748,0101000000CE0FC3B6C42655C0FC6C594571914340,++,APPROVED,29,0,2,23,1,24,444.606150181119,85.9901770025257,88.4563436554741,464.318207328853,241.746442687586,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.6057564644718,39.1362692534112,55
9.269610405,TotalPop,-5.0232906342,5829,---,pothole_nn,-1.27283535,408.17092613972,--,geometry,-1.270727253,0101000000793BD93ACB2655C098C5CE6470924340,--,APPROVED,5,0,0,1,2,13,416.54964141145,408.17092613972,111.998475479074,561.884408758402,267.419608382581,2.4704065877509,32671,16.3149768399382,5829,2879,Westwood,-84.6061541673097,39.1440549859646,56
9.1203718185,TotalPop,-3.696766758,4215,---,geometry,-2.3061723709,010100000057C794BFD12655C0420B26846F934340,---,abandon_cars_nn,1.0561295986,335.55289198696397,++,APPROVED,12,1,0,2,0,18,335.552891986964,277.222582029447,158.96661186335,447.115066797646,310.480047083252,1.06761565836299,46519,19.2170818505338,4215,2604,Westwood,-84.6065520241658,39.1518407045137,57
4.0183696747,TotalUnit,-11.4445144176,572,---,geometry,-7.8218251705,0101000000BDDB13AE642655C01E11C1C1FA894340,---,graffiti_nn,-0.7682682514,3068.8606406803,-,APPROVED,2,0,0,0,3,14,375.501691439949,393.544574861104,138.323951465358,3068.8606406803,179.892768668764,0.664451827242525,45714,10.188261351052,903,572,Riverside,-84.5998950189523,39.0779649918279,58
15.3412923813,abandon_cars_nn,1.8851090431,374.15537658243596,++,pothole,1.7916910172,18,++,pothole_nn,1.6195855141,181.224606576841,++,APPROVED,27,0,0,18,2,7,374.155376582436,181.224606576841,176.644054783599,1049.84794780231,255.701818328684,1.70202269363592,40194,14.9728663048841,4054,1818,West Price Hill,-84.6014808748911,39.1091083521468,59
11.3043527603,TotalPop,-2.5357073784,3883,---,pothole,-0.898418808,4,--,pothole_nn,-0.8472625732,278.622038930729,--,APPROVED,11,0,0,4,1,21,407.67703746723,278.622038930729,146.323535268643,389.994552961141,247.761616889421,2.91012104043266,52530,12.8251352047386,3883,1929,West Price Hill,-84.6018777227472,39.1168941576627,60
21.3704795837,TotalUnit,-6.0710262299,785,---,pothole,2.9149284363,39,++,geometry,2.2080876827,0101000000772249AB8B2655C0ED9A3883F58F4340,++,APPROVED,25,2,5,39,1,14,291.382750110733,142.83215909066,142.398161218387,289.581358198015,384.354063507646,2.7511961722488,48607,14.9521531100478,1672,785,West Price Hill,-84.6022747244077,39.1246799494164,61
12.9101266861,geometry,-1.7299555063,0101000000E36E132D922655C098450FA3F4904340,---,trash_nn,-1.5010911942,70.1275438377872,---,pothole,1.036950016,11,++,APPROVED,8,2,1,11,1,33,329.267148692025,225.494395731126,70.1275438377872,412.72914714431,368.866736304489,3.0840400925212,38165,12.72166538165,2594,1216,Westwood,-84.6026718797471,39.1324657272882,62
11.5606327057,geometry,-2.9420115471,01010000008DF082AF982655C0EA46C8C2F3914340,---,TotalUnit,-2.6817389488,1224,---,abandon_cars_nn,-1.4857943535,530.272869512297,--,APPROVED,10,0,0,12,2,17,530.272869512297,160.61812237757,135.405629424545,649.915890467463,200.083230421781,2.73609885260371,56205,17.2109443954104,2266,1224,Westwood,-84.6030691889484,39.1402514913478,63
14.1201705933,geometry,-6.3739999294,0101000000F8A597329F2655C01FE963E2F2924340,---,TotalUnit,-3.0423138618,1224,---,trash_nn,-1.0330218315,79.8921106397585,--,APPROVED,12,2,6,18,5,19,356.989726446031,111.361763581987,79.8921106397585,188.001972081934,173.920824076179,2.73609885260371,56205,17.2109443954104,2266,1224,Westwood,-84.6034666520062,39.1480372417302,64
17.1764144897,abandon_cars_nn,2.443459034,177.023987223051,+++,TotalPop,-1.4931276321,4054,--,pothole,1.0665878296,17,++,APPROVED,12,3,0,17,1,15,177.023987223051,35.6473104043483,94.88743699372,1079.90445607636,316.355304959728,1.70202269363592,40194,14.9728663048841,4054,1818,West Price Hill,-84.5983978117332,39.1053046322256,65
20.2310504913,geometry,3.9326968193,010100000035F62FA5522655C0445D9DBF798E4340,+++,TotalPop,-2.3353509903,3883,--,pothole_nn,1.739323616,117.450667351883,++,APPROVED,11,0,0,14,4,18,320.894438259245,117.450667351883,133.365860867368,710.469249474597,234.793286507065,2.91012104043266,52530,12.8251352047386,3883,1929,West Price Hill,-84.5987942665459,39.1130904692059,66
21.2486591339,TotalUnit,-6.8041658401,592,---,abandon_cars_nn,2.4290679932,226.09981374152,++,pothole,2.2269355774,28,++,APPROVED,26,3,5,28,1,25,226.09981374152,104.794667936521,138.227338553406,210.890116191965,315.791479450288,3.67290367290367,49886,13.1670131670132,1443,592,West Price Hill,-84.599190875061,39.1208762924744,67
21.4746437073,geometry,5.8844476223,01010000003220D3A45F2655C076FDEFFF77904340,+++,TotalPop,-4.6877552032,4217,---,pothole,3.2517856598,19,++,APPROVED,34,0,0,19,0,8,388.131757832344,110.940641732305,197.225126001625,599.118916529393,470.188118145477,1.96822385582167,29559,19.2316812900166,4217,2749,Westwood,-84.5995876371169,39.1286621019198,68
11.876786232,geometry,-5.0100747347,0101000000161E9C25662655C076FAEC1F77914340,---,TotalUnit,-3.1212334633,1224,---,pothole,1.5957328796,27,++,APPROVED,6,1,7,27,1,20,518.784137001743,120.978182862919,117.985003078035,244.584926417218,374.545947087984,2.73609885260371,56205,17.2109443954104,2266,1224,Westwood,-84.5999845528207,39.1364478976365,69
7.4104204178,geometry,-5.5060034752,0101000000040B0AA76C2655C08304CC3F76924340,---,TotalUnit,-2.9831362247,1224,---,abandon_cars_nn,-2.0747247219,496.877480620276,--,APPROVED,0,0,0,9,4,7,496.877480620276,213.626276661369,180.024671554053,486.61514273502,167.525524587809,2.73609885260371,56205,17.2109443954104,2266,1224,Westwood,-84.600381622131,39.1442336794071,70
